date,interval,key
2020-07-01,monthly,data/futures/cm/monthly/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07.zip
2020-07-22,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-22.zip
2020-07-23,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-23.zip
2020-07-24,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-24.zip
2020-07-25,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-25.zip
2020-07-26,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-26.zip
2020-07-27,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-27.zip
2020-07-28,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-28.zip
2020-07-29,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-29.zip
2020-07-30,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-30.zip
2020-07-31,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-07-31.zip
2020-08-01,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-01.zip
2020-08-01,monthly,data/futures/cm/monthly/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08.zip
2020-08-02,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-02.zip
2020-08-03,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-03.zip
2020-08-04,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-04.zip
2020-08-05,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-05.zip
2020-08-06,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-06.zip
2020-08-07,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-07.zip
2020-08-08,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-08.zip
2020-08-09,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-09.zip
2020-08-10,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-10.zip
2020-08-11,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-11.zip
2020-08-12,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-12.zip
2020-08-13,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-13.zip
2020-08-14,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-14.zip
2020-08-15,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-15.zip
2020-08-16,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-16.zip
2020-08-17,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-17.zip
2020-08-18,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-18.zip
2020-08-19,daily,data/futures/cm/daily/aggTrades/LINKUSD_200925/LINKUSD_200925-aggTrades-2020-08-19.zip
