date,interval,key
2025-09-30,daily,data/spot/daily/aggTrades/EDENTRY/EDENTRY-aggTrades-2025-09-30.zip
2025-10-01,daily,data/spot/daily/aggTrades/EDENTRY/EDENTRY-aggTrades-2025-10-01.zip
