date,interval,data_type,key
2026-01-07,daily,aggTrades,data/spot/daily/aggTrades/币安人生TRY/币安人生TRY-aggTrades-2026-01-07.zip
2026-01-08,daily,aggTrades,data/spot/daily/aggTrades/币安人生TRY/币安人生TRY-aggTrades-2026-01-08.zip
