date,interval,key
2023-12-01,monthly,data/spot/monthly/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12.zip
2023-12-04,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-04.zip
2023-12-05,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-05.zip
2023-12-08,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-08.zip
2023-12-09,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-09.zip
2023-12-10,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-10.zip
2023-12-11,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-11.zip
2023-12-12,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-12.zip
2023-12-13,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-13.zip
2023-12-14,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-14.zip
2023-12-15,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-15.zip
2023-12-16,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-16.zip
2023-12-17,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-17.zip
2023-12-18,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-18.zip
2023-12-19,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-19.zip
2023-12-20,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-20.zip
2023-12-21,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-21.zip
2023-12-22,daily,data/spot/daily/aggTrades/BTCAEUR/BTCAEUR-aggTrades-2023-12-22.zip
