date,interval,key
2025-10-14,daily,data/spot/daily/aggTrades/ENSOBNB/ENSOBNB-aggTrades-2025-10-14.zip
2025-10-15,daily,data/spot/daily/aggTrades/ENSOBNB/ENSOBNB-aggTrades-2025-10-15.zip
