date,interval,key
2025-09-29,daily,data/spot/daily/aggTrades/FFUSDT/FFUSDT-aggTrades-2025-09-29.zip
2025-09-30,daily,data/spot/daily/aggTrades/FFUSDT/FFUSDT-aggTrades-2025-09-30.zip
