date,interval,key
2025-09-01,monthly,data/futures/um/monthly/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-09.zip
2025-09-30,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-09-30.zip
2025-10-01,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-01.zip
2025-10-02,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-02.zip
2025-10-03,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-03.zip
2025-10-04,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-04.zip
2025-10-05,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-05.zip
2025-10-06,daily,data/futures/um/daily/aggTrades/EDENUSDT/EDENUSDT-aggTrades-2025-10-06.zip
