date,interval,key
2025-10-13,daily,data/futures/um/daily/aggTrades/EULUSDT/EULUSDT-aggTrades-2025-10-13.zip
2025-10-14,daily,data/futures/um/daily/aggTrades/EULUSDT/EULUSDT-aggTrades-2025-10-14.zip
2025-10-15,daily,data/futures/um/daily/aggTrades/EULUSDT/EULUSDT-aggTrades-2025-10-15.zip
2025-10-16,daily,data/futures/um/daily/aggTrades/EULUSDT/EULUSDT-aggTrades-2025-10-16.zip
