date,interval,key
2025-10-03,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-03.zip
2025-10-04,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-04.zip
2025-10-05,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-05.zip
2025-10-06,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-06.zip
2025-10-07,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-07.zip
2025-10-08,daily,data/futures/um/daily/aggTrades/EVAAUSDT/EVAAUSDT-aggTrades-2025-10-08.zip
