date,interval,key
2025-10-01,daily,data/futures/um/daily/aggTrades/TRUTHUSDT/TRUTHUSDT-aggTrades-2025-10-01.zip
2025-10-02,daily,data/futures/um/daily/aggTrades/TRUTHUSDT/TRUTHUSDT-aggTrades-2025-10-02.zip
