date,interval,key
2025-10-10,daily,data/futures/um/daily/aggTrades/MONUSDT/MONUSDT-aggTrades-2025-10-10.zip
2025-10-11,daily,data/futures/um/daily/aggTrades/MONUSDT/MONUSDT-aggTrades-2025-10-11.zip
